1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
LoanNumber,BidsPortfolioManager,BidsApi,BidsManual,NewCreditCustomer,LoanDate,MaturityDate_Last,ApplicationSignedHour,ApplicationSignedWeekday,VerificationType,LanguageCode,Age,Gender,Country,AppliedAmount,Amount,Interest,LoanDuration,MonthlyPayment,UseOfLoan,Education,MaritalStatus,NrOfDependants,EmploymentStatus,EmploymentDurationCurrentEmployer,WorkExperience,OccupationArea,HomeOwnershipType,IncomeFromPrincipalEmployer,IncomeFromPension,IncomeFromFamilyAllowance,IncomeFromSocialWelfare,IncomeFromLeavePay,IncomeFromChildSupport,IncomeOther,IncomeTotal,ExistingLiabilities,LiabilitiesTotal,RefinanceLiabilities,DebtToIncome,FreeCash,MonthlyPaymentDay,NoOfPreviousLoansBeforeLoan,AmountOfPreviousLoansBeforeLoan,PreviousRepaymentsBeforeLoan,PreviousEarlyRepaymentsBefoleLoan,PreviousEarlyRepaymentsCountBeforeLoan,CreditScoreEsMicroL,CreditScoreEsEquifaxRisk,CreditScoreFiAsiakasTietoRiskGrade,CreditScoreEeMini,ProbabilityOfDefault,DefaultDate
1920,0,0,332.3406,TRUE,2010/2/16,2010/12/9,20,4,2,1,49,0,EE,332.3406,332.3565,33,9,0,6,4,1,0,3,UpTo4Years,MoreThan25Years,3,0,14000,0,0,0,0,0,0,14000,0,0,0,0,0,9,0,0,0,0,0,,,,,0,2010/8/10
2319,0,0,223.6907,TRUE,2010/3/7,2010/12/9,21,4,2,1,49,0,EE,223.6908,223.6797,33,9,0,6,4,1,0,3,UpTo4Years,MoreThan25Years,3,0,14000,0,0,0,0,0,0,14000,0,0,0,0,0,9,1,332.3565,0,0,0,,,,,0,2010/8/10
5673,0,0,1500,FALSE,2011/1/26,2013/2/18,18,6,3,1,53,1,EE,1500,1500,25,24,0,6,4,1,0,3,UpTo1Year,MoreThan25Years,7,1,595,0,0,0,0,0,179,774,3,102.94,3,0,0,16,1,639.1342,236.7887,0,0,,,,,0,2011/11/17
6571,0,0,1500,TRUE,2011/5/6,2012/11/20,21,5,4,1,29,1,EE,1500,1500,35,18,0,0,5,1,1,3,UpTo4Years,2To5Years,11,1,0,0,0,0,0,0,900,900,0,0,0,0,0,20,0,0,0,0,0,,,,,0,2011/12/21
9148,0,0,1000,TRUE,2012/2/1,2017/12/28,11,1,4,1,34,1,EE,1000,1000,28,24,0,8,3,1,2,3,UpTo1Year,LessThan2Years,19,7,655,0,0,0,0,0,0,655,1,315,0,8.4,285,28,0,0,0,0,0,,,,,0,2015/3/30
11584,2775,0,225,TRUE,2012/10/12,2015/11/6,21,3,4,1,40,1,EE,3000,3000,28,36,0,0,4,5,1,3,MoreThan5Years,5To10Years,3,1,1258,0,0,0,0,0,0,1258,7,333,0,0,0,6,0,0,0,0,0,,,,,0,2014/7/7
15879,1375,0,1275,TRUE,2012/11/30,2018/9/4,12,4,4,1,65,1,EE,2650,2650,28,24,0,0,2,5,0,3,MoreThan5Years,5To10Years,19,7,365,0,0,0,0,0,290,655,9,387,5,30.38,436,16,0,0,0,0,0,,,,800,0.246851381,2018/10/22
17450,2000,0,0,TRUE,2012/12/31,2019/8/26,14,1,4,3,32,0,EE,2000,2000,28,24,0,6,3,1,0,3,MoreThan5Years,15To25Years,8,1,659,0,0,0,0,0,0,659,5,316,0,50.83,233,6,0,0,0,0,0,,,,1000,6.19E-02,2015/1/27
18310,2000,0,0,TRUE,2013/1/17,2019/4/10,19,3,4,1,29,1,EE,2000,2000,28,36,0,0,4,2,2,3,UpTo1Year,LessThan2Years,1,2,461,0,0,0,0,0,57,518,9,205,5,39.58,230,15,0,0,0,0,0,,,,,0.1382,2014/12/11
19889,3000,0,0,TRUE,2013/1/28,2014/8/13,11,1,4,1,29,1,EE,3000,3000,28,18,0,6,4,2,2,3,UpTo4Years,2To5Years,19,2,751,0,0,0,0,0,67,818,7,464,1,50.12,298,13,0,0,0,0,0,,,,,0.1707,2013/5/14
18368,1280,0,2720,TRUE,2013/1/28,2019/4/10,18,4,4,1,38,0,EE,4000,4000,25,36,0,0,5,3,0,3,MoreThan5Years,15To25Years,8,3,2060,0,0,0,0,0,0,2060,11,1348,3,12.18,925,10,0,0,0,0,0,,,,,0.1264,
20536,85,0,1715,FALSE,2013/2/14,2014/3/3,15,2,4,1,37,0,EE,1800,1800,12,12,0,7,4,3,0,3,UpTo3Years,15To25Years,3,7,1800,0,0,0,0,0,0,1800,6,1020,0,65.56,620,3,3,4000,3599.41,0,0,,,,,0.1033,2014/4/4
21592,2500,0,0,TRUE,2013/3/11,2019/8/5,16,6,4,1,25,0,EE,2500,2500,28,36,0,0,4,2,0,3,MoreThan5Years,5To10Years,1,2,700,0,0,0,0,0,0,700,10,387,4,52.86,210,8,0,0,0,0,0,,,,,0.3444,2015/2/5
21957,40,0,1660,TRUE,2013/3/12,2017/3/14,15,5,4,1,35,0,EE,1700,1700,10,48,0,6,4,2,2,3,MoreThan5Years,5To10Years,8,1,878,0,0,0,0,0,454,1332,6,420,0,17.57,869,14,0,0,0,0,0,,,,,6.19E-02,
22261,770,0,1030,FALSE,2013/3/18,2018/4/12,1,1,4,1,54,1,EE,1800,1800,18,60,0,0,4,2,0,3,MoreThan5Years,10To15Years,7,3,863,0,0,0,0,0,0,863,8,494,1,45.54,388,12,1,2500,379.96,0,0,,,,,2.39E-02,
22356,615,0,3385,FALSE,2013/3/21,2016/12/12,15,5,4,1,38,1,EE,4000,4000,15,60,0,2,4,1,1,3,MoreThan5Years,15To25Years,7,1,415,0,0,0,0,0,38,453,4,121,0,32.67,237,12,7,5248.9376,5896.856,0,0,,,,,7.45E-02,
22976,2000,0,0,TRUE,2013/3/27,2017/7/6,12,4,4,1,37,1,EE,2000,2000,28,24,0,0,5,3,1,3,UpTo1Year,LessThan2Years,1,6,680,0,0,0,0,0,169,849,13,1051,7,47.94,391,3,0,0,0,0,0,,,,,0.3041,
23396,240,0,0,TRUE,2013/4/4,2013/7/11,16,4,4,1,27,0,EE,240,240,28,3,0,7,3,3,0,3,UpTo1Year,5To10Years,10,3,500,0,0,0,0,0,0,500,2,110,0,16.8,306,11,0,0,0,0,0,,,,900,9.97E-02,2013/7/15
23326,2340,0,4660,FALSE,2013/4/5,2018/4/16,8,3,4,3,31,0,EE,7000,7000,21,60,0,7,4,2,2,3,UpTo5Years,10To15Years,10,8,1390,0,0,0,0,0,38,1428,6,799,0,34.38,440,15,2,2237.2067,2872.0444,0,0,,,,,3.35E-02,
23522,3500,0,0,TRUE,2013/4/8,2020/7/1,14,2,4,1,49,1,EE,3500,3500,28,60,0,0,4,2,0,3,MoreThan5Years,MoreThan25Years,14,3,650,0,0,0,0,0,0,650,7,546,5,18.62,497,1,0,0,0,0,0,,,,,0.1665,2015/12/17
23704,0,0,400,TRUE,2013/4/10,2019/11/20,7,4,4,1,35,0,EE,400,400,30,36,0,7,4,2,0,3,UpTo1Year,10To15Years,1,6,483,0,0,0,0,0,0,483,9,365,1,30.23,233,15,0,0,0,0,0,,,,900,0.138518166,
24738,125,0,1875,FALSE,2013/4/24,2018/5/10,16,7,4,1,26,0,EE,2000,2000,28,60,0,3,4,3,0,3,UpTo1Year,LessThan2Years,8,8,1000,0,0,0,0,0,0,1000,6,620,0,27.9,318,10,11,3006.6085,3037.4155,0,0,,,,,0.4264,
24645,1720,0,2880,TRUE,2013/4/24,2018/5/21,13,6,4,1,51,1,EE,4600,4600,28,60,0,0,4,5,0,3,MoreThan5Years,15To25Years,6,3,788,0,0,0,0,0,0,788,9,505,6,18.15,268,14,0,0,0,0,0,,,,,0.3711,
24885,3000,0,0,TRUE,2013/4/24,2017/5/3,6,3,4,1,26,0,EE,3000,3000,28,48,0,2,5,1,0,3,UpTo2Years,2To5Years,9,1,600,0,0,0,0,0,120,720,1,220,0,14.58,395,3,0,0,0,0,0,,,,,0.2679,2013/12/4
24220,1010,0,2990,TRUE,2013/4/26,2019/9/10,15,3,4,1,25,0,EE,4000,4000,30,60,0,7,4,3,0,3,UpTo2Years,LessThan2Years,11,3,776,0,0,0,0,0,0,776,4,439,1,23.45,208,10,0,0,0,0,0,,,,,0.12,2015/11/12
25248,2085,0,915,TRUE,2013/5/1,2017/5/10,12,2,4,1,46,1,EE,3000,3000,28,48,0,6,4,4,0,3,MoreThan5Years,MoreThan25Years,1,4,528,0,0,0,0,0,220,748,4,319,0,25.94,324,10,1,1900,91.82,0,0,,,,,4.17E-02,
26609,5495,0,1505,FALSE,2013/5/20,2023/11/10,12,6,4,1,30,1,EE,7000,7000,28,60,0,0,4,3,0,3,MoreThan5Years,10To15Years,7,2,750,0,0,0,0,0,0,750,5,421,3,29.07,475,27,2,2400,1189,0,0,,,,,0.1276,2019/11/29
26425,670,0,9230,TRUE,2013/5/20,2017/6/16,15,5,4,1,39,0,EE,9900,9900,28,48,0,3,4,1,2,3,MoreThan5Years,15To25Years,8,7,2538,0,0,0,0,0,0,2538,7,1215,0,41.65,978,16,0,0,0,0,0,,,,,3.33E-02,
27765,3700,0,0,TRUE,2013/5/21,2018/6/11,15,3,4,1,43,1,EE,3700,3700,28,60,0,0,4,4,1,3,MoreThan5Years,15To25Years,3,8,955,0,0,0,0,0,19,974,7,581,2,11.81,437,10,0,0,0,0,0,,,,,3.26E-02,
28308,985,0,1015,TRUE,2013/5/30,2018/6/1,20,2,4,1,28,0,EE,2000,2000,26,60,0,2,4,1,2,3,UpTo1Year,10To15Years,7,1,1350,0,0,0,0,0,0,1350,2,660,0,4.44,630,1,0,0,0,0,0,,,,,6.19E-02,
28915,955,0,3045,TRUE,2013/6/10,2018/7/2,10,6,4,1,38,1,EE,4000,4000,28,60,0,0,5,2,1,3,UpTo3Years,2To5Years,15,2,864,0,0,0,0,0,196,1060,19,1395,7,52.26,382,1,0,0,0,0,0,,,,,0.126,
28831,1570,0,1430,TRUE,2013/6/11,2020/12/17,22,4,4,3,32,0,EE,3000,3000,18,48,0,0,4,2,2,3,MoreThan5Years,5To10Years,6,1,1126,0,0,0,0,0,30,1156,9,486,0,18.6,594,17,0,0,0,0,0,,,,,0.1478,
29096,2760,0,2240,FALSE,2013/6/11,2017/6/16,16,3,4,1,48,0,EE,5000,5000,28,48,0,7,4,1,3,3,MoreThan5Years,10To15Years,17,7,750,0,0,0,0,0,0,750,10,558,4,39.73,267,16,1,3000,869.4,0,0,,,,,2.62E-02,
29657,1590,0,5410,TRUE,2013/6/18,2025/1/20,18,1,4,1,36,1,EE,7000,7000,28,36,0,0,5,3,1,3,MoreThan5Years,15To25Years,15,2,1456,0,39,0,0,0,102,1597,10,1266,3,55.48,633,5,0,0,0,0,0,,,,,0.0911,
29895,3065,0,2935,TRUE,2013/6/20,2018/7/11,12,4,4,3,27,0,EE,6000,6000,28,60,0,6,2,2,0,3,UpTo2Years,5To10Years,1,7,851,0,0,0,0,0,0,851,4,376,0,21.97,288,11,0,0,0,0,0,,,,,0.1317,
30083,2585,0,415,TRUE,2013/6/25,2018/7/2,20,6,4,1,22,1,EE,3000,3000,30,60,0,0,5,3,0,3,UpTo1Year,LessThan2Years,16,2,357,0,0,0,0,0,0,357,3,282,2,30.25,249,1,0,0,0,0,0,,,,,0.3263,
30101,945,0,555,TRUE,2013/6/26,2016/7/11,21,6,4,1,33,1,EE,1500,1500,29,36,0,0,2,2,3,3,UpTo1Year,10To15Years,3,5,539,0,153,0,0,0,0,692,6,283,1,21.1,346,9,0,0,0,0,0,,,,,0.4347,2014/1/13
30270,2000,0,0,TRUE,2013/6/26,2016/7/11,10,4,4,3,57,1,EE,2000,2000,28,36,0,0,5,2,0,3,MoreThan5Years,MoreThan25Years,8,1,548,140,0,0,0,0,0,688,5,233,1,12.06,460,1,0,0,0,0,0,,,,,4.17E-02,2016/4/26
29972,2520,0,4780,TRUE,2013/6/28,2018/7/11,11,5,4,1,51,0,EE,7300,7300,30,60,0,0,4,3,0,3,UpTo2Years,MoreThan25Years,8,3,768,0,0,0,0,0,0,768,8,231,4,40.49,301,11,0,0,0,0,0,,,,,0.1158,2015/5/12
30370,460,0,3240,TRUE,2013/7/4,2024/10/15,18,5,4,1,47,1,EE,3700,3700,30,48,0,0,4,3,0,3,MoreThan5Years,10To15Years,3,8,1194,0,0,0,0,0,0,1194,17,662,4,44.47,399,15,0,0,0,0,0,,,,,0.3991,
30167,1840,0,2160,TRUE,2013/7/4,2025/8/15,18,2,4,1,30,1,EE,4000,4000,17,60,0,3,5,2,0,3,MoreThan5Years,5To10Years,11,8,940,0,0,0,0,0,0,940,8,538,0,19.79,303,10,0,0,0,0,0,,,,,0.0654,
30450,6020,0,3980,TRUE,2013/7/5,2018/8/7,13,2,4,1,57,0,EE,10000,10000,28,48,0,0,5,1,0,3,MoreThan5Years,MoreThan25Years,13,8,2551,0,0,0,0,0,0,2551,12,786,8,26.77,1351,7,0,0,0,0,0,,,,,0.0693,2016/9/23
30711,1060,0,2440,FALSE,2013/7/8,2018/6/11,22,4,4,3,35,1,EE,3500,3500,30,48,0,0,3,2,1,3,UpTo3Years,15To25Years,1,2,549,0,0,0,0,0,482,1031,7,420,2,19.88,575,15,1,287.6,361.57,0,0,,,,,0.4161,
31475,3000,0,0,TRUE,2013/7/12,2018/6/15,5,5,4,1,27,1,EE,3000,3000,28,60,0,0,4,2,2,3,UpTo1Year,2To5Years,19,1,476,0,57,0,0,0,0,533,9,293,4,27.95,315,1,0,0,0,0,0,,,,,7.79E-02,2014/4/21
31478,2575,0,925,TRUE,2013/7/12,2018/8/10,7,5,4,3,38,1,EE,3500,3500,18,60,0,0,5,2,2,3,MoreThan5Years,15To25Years,14,7,785,0,38,0,0,0,0,823,4,279,3,28.19,591,10,0,0,0,0,0,,,,,4.17E-02,
30931,225,0,785,FALSE,2013/7/12,2018/7/16,23,5,4,1,32,0,EE,2000,1010,10,60,0,3,4,1,2,2,MoreThan5Years,15To25Years,10,8,702,0,0,0,0,0,600,1302,7,736,0,21.43,524,15,3,5000,3931.76,0,0,,,,,3.06E-02,
32037,4000,0,0,FALSE,2013/7/18,2017/8/7,10,5,4,1,64,1,EE,4000,4000,28,48,0,0,4,4,0,3,MoreThan5Years,10To15Years,9,7,678,301,0,0,0,0,0,979,7,585,3,32.99,454,7,1,1500,1029.55,0,0,,,,,6.64E-02,
32241,1000,0,0,TRUE,2013/7/22,2018/8/10,10,5,4,1,42,1,EE,1000,1000,28,60,0,2,4,1,2,3,MoreThan5Years,15To25Years,1,1,380,0,38,0,0,0,0,418,3,107,0,18.66,280,10,0,0,0,0,0,,,,,3.33E-02,
32061,3000,0,0,TRUE,2013/7/26,2022/11/10,12,2,4,1,24,0,EE,3000,3000,28,48,0,0,4,2,0,3,UpTo4Years,2To5Years,1,8,1100,127,0,0,0,0,0,1227,12,659,1,15.65,593,27,0,0,0,0,0,,,,,0.1615,
32894,2835,0,165,TRUE,2013/7/26,2018/8/10,14,4,4,3,47,1,EE,3000,3000,30,60,0,2,4,2,0,3,UpTo4Years,MoreThan25Years,3,1,573,0,0,0,0,0,0,573,5,253,0,26.88,223,10,0,0,0,0,0,,,,,6.07E-02,
32661,1255,0,1445,TRUE,2013/7/29,2017/8/10,13,2,4,1,37,0,EE,2700,2700,28,48,0,0,4,5,2,3,UpTo2Years,15To25Years,7,1,533,107,38,0,0,0,0,678,8,347,2,43.95,325,10,0,0,0,0,0,,,,,0.161,
33173,2000,0,0,FALSE,2013/7/29,2018/8/13,0,7,4,1,51,1,EE,2000,2000,28,60,0,2,5,2,0,3,MoreThan5Years,MoreThan25Years,16,8,1440,0,0,0,0,0,0,1440,8,513,0,15.42,865,11,1,2000,802.34,0,0,,,,,3.64E-02,
32660,235,0,1065,TRUE,2013/7/30,2018/8/10,9,4,4,1,29,1,EE,1300,1300,25,60,0,2,3,3,1,3,UpTo2Years,LessThan2Years,1,2,513,0,38,0,0,0,0,551,6,245,0,22.5,275,10,0,0,0,0,0,,,,,0.353,
33030,1300,0,0,TRUE,2013/7/30,2019/7/10,13,6,4,1,58,1,EE,1300,1300,28,48,0,0,5,1,0,3,MoreThan5Years,MoreThan25Years,16,1,514,0,0,0,0,0,0,514,7,209,2,30.16,260,10,0,0,0,0,0,,,,,0.1264,
33595,1000,0,0,FALSE,2013/8/1,2016/8/8,14,4,4,1,31,0,EE,1000,1000,28,36,0,2,5,3,0,3,MoreThan5Years,5To10Years,16,8,1162,0,0,0,0,0,0,1162,9,682,0,38.21,439,6,3,4900,997.51,0,0,,,,,6.74E-02,2014/1/7
33695,2205,0,595,TRUE,2013/8/1,2017/8/16,14,5,4,1,55,0,EE,2800,2800,20,48,0,6,4,2,0,3,UpTo2Years,MoreThan25Years,8,1,1200,0,0,0,0,0,0,1200,4,378,0,34.67,737,16,0,0,0,0,0,,,,,3.33E-02,
33029,3345,0,1555,TRUE,2013/8/5,2017/8/10,10,2,4,1,39,1,EE,4900,4900,24,48,0,2,4,4,0,3,MoreThan5Years,15To25Years,1,1,366,0,0,0,0,0,394,760,4,294,0,30.13,306,10,0,0,0,0,0,,,,,6.07E-02,
34737,5900,0,0,TRUE,2013/8/8,2018/3/7,20,4,4,1,42,1,EE,5900,5900,28,60,0,0,4,1,1,3,MoreThan5Years,15To25Years,3,8,870,0,19,0,0,0,0,889,14,1058,4,33.3,298,7,0,0,0,0,0,,,,,4.47E-02,
33958,2835,0,2165,TRUE,2013/8/8,2017/8/10,13,7,4,1,53,1,EE,5000,5000,20,48,0,0,5,1,0,3,MoreThan5Years,MoreThan25Years,6,1,970,0,0,0,0,0,0,970,8,229,1,26.08,639,10,0,0,0,0,0,,,,,3.64E-02,
33598,1985,0,1815,TRUE,2013/8/9,2018/8/13,16,4,4,1,51,1,EE,3800,3800,28,60,0,0,4,1,0,3,UpTo2Years,MoreThan25Years,7,3,492,0,0,0,0,0,0,492,4,249,2,35.37,293,13,0,0,0,0,0,,,,,3.64E-02,
34683,775,0,3225,TRUE,2013/8/10,2029/7/27,16,4,4,1,33,0,EE,4000,4000,30,60,0,0,4,2,3,3,UpTo4Years,10To15Years,3,8,700,0,0,0,0,0,0,700,13,559,6,30,219,16,1,1600,0,0,0,,,,,0.1137,
34442,1665,0,2335,TRUE,2013/8/12,2018/9/10,11,3,4,1,30,0,EE,4000,4000,20,60,0,2,4,2,2,3,UpTo4Years,2To5Years,15,2,796,0,0,0,0,0,0,796,5,233,0,33.42,457,10,0,0,0,0,0,,,,,0.1627,
35495,1835,0,165,TRUE,2013/8/13,2018/9/10,17,2,4,1,54,1,EE,2000,2000,30,60,0,0,5,2,0,3,MoreThan5Years,MoreThan25Years,7,1,501,140,0,33,0,0,0,674,6,528,2,31.9,235,10,0,0,0,0,0,,,,,4.17E-02,
35360,2450,0,1050,TRUE,2013/8/14,2018/9/10,5,2,4,1,54,0,EE,3500,3500,28,60,0,1,4,1,0,3,MoreThan5Years,15To25Years,1,1,913,0,0,0,0,0,0,913,9,463,0,23.66,341,10,0,0,0,0,0,,,,,9.03E-02,
35466,890,0,2110,TRUE,2013/8/15,2019/10/7,12,3,4,1,25,0,EE,3000,3000,30,60,0,1,4,1,2,3,UpTo1Year,LessThan2Years,3,1,578,0,0,0,0,0,0,578,5,281,0,55.36,200,6,0,0,0,0,0,,,,,0.1364,2015/1/7
36098,1875,0,1025,TRUE,2013/8/18,2016/12/9,16,6,4,1,22,0,EE,2900,2900,20,60,0,0,4,2,0,3,UpTo1Year,LessThan2Years,3,8,570,0,0,0,0,0,0,570,6,204,1,18.95,374,9,0,0,0,0,0,,,,,0.1261,
35280,2075,0,3625,TRUE,2013/8/19,2018/9/10,11,1,4,1,31,0,EE,5700,5700,25,60,0,0,4,1,1,3,UpTo1Year,LessThan2Years,9,2,826,0,0,60,0,0,0,886,12,819,6,36.79,279,10,0,0,0,0,0,,,,,0.1669,
35615,2080,0,920,TRUE,2013/8/19,2016/10/10,16,3,4,1,35,0,EE,3000,3000,25,48,0,0,5,2,0,3,MoreThan5Years,5To10Years,14,7,848,0,0,0,0,0,0,848,7,351,3,13.68,664,10,0,0,0,0,0,,,,,7.15E-02,
36353,1450,0,2050,TRUE,2013/8/22,2024/9/10,15,4,4,1,53,1,EE,3500,3500,28,36,0,0,4,1,2,3,MoreThan5Years,MoreThan25Years,1,1,868,143,0,0,0,0,0,1011,8,650,1,30.27,279,10,0,0,0,0,0,,,,,0.2556,
35999,1365,0,3635,TRUE,2013/8/22,2018/12/10,15,5,4,1,47,0,EE,5000,5000,20,18,0,3,4,1,0,5,MoreThan5Years,5To10Years,1,1,1160,0,0,0,0,0,0,1160,4,361,0,51.9,508,10,0,0,0,0,0,,,,,3.33E-02,2015/6/11
38673,1300,0,0,TRUE,2013/8/23,2019/11/11,11,6,4,1,56,1,EE,1300,1300,20,48,0,2,4,3,0,3,MoreThan5Years,MoreThan25Years,1,3,700,0,0,0,0,0,0,700,8,408,1,24.71,298,10,0,0,0,0,0,,,,,3.33E-02,
38760,745,0,3355,TRUE,2013/8/28,2017/9/20,16,6,4,3,25,0,EE,4100,4100,22,48,0,2,4,3,0,3,MoreThan5Years,5To10Years,3,1,1141,0,0,0,0,0,400,1541,9,743,1,44.71,794,20,1,5100,238.89,0,0,,,,,0.2742,
39271,675,0,1325,TRUE,2013/8/28,2018/9/17,13,3,4,1,51,0,EE,2000,2000,30,60,0,2,4,2,3,3,UpTo2Years,MoreThan25Years,8,8,388,161,0,0,0,0,0,549,6,241,0,19.67,243,15,0,0,0,0,0,,,,,0.1494,2014/6/16
39192,1270,0,3230,TRUE,2013/9/2,2021/9/20,21,2,4,1,41,0,EE,4500,4500,35,48,0,0,4,1,0,3,MoreThan5Years,15To25Years,1,1,862,0,0,0,0,0,0,862,5,692,3,53.6,340,5,0,0,0,0,0,,,,,0.2637,
38746,7500,0,500,TRUE,2013/9/2,2018/9/12,15,4,4,1,51,1,EE,8000,8000,28,60,0,0,4,3,0,3,MoreThan5Years,MoreThan25Years,1,8,730,194,0,0,0,0,0,924,15,769,11,33.12,383,12,0,0,0,0,0,,,,,9.95E-02,
40224,2805,0,5195,TRUE,2013/9/5,2018/9/10,11,5,4,1,46,1,EE,8000,8000,20,60,0,0,4,4,1,3,UpTo1Year,MoreThan25Years,3,1,753,161,38,0,0,0,0,952,9,372,1,30.15,534,10,0,0,0,0,0,,,,,8.08E-02,
43783,4500,0,0,TRUE,2013/9/6,2017/9/11,13,6,4,1,53,1,EE,4500,4500,28,48,0,0,4,3,0,3,MoreThan5Years,15To25Years,1,2,864,0,0,0,0,0,0,864,15,243,9,22.22,464,10,0,0,0,0,0,,,,,0.1118,
40584,1175,0,825,TRUE,2013/9/6,2017/9/11,7,6,4,1,30,1,EE,2000,2000,15,48,0,1,4,4,3,3,MoreThan5Years,5To10Years,3,3,348,0,134,80,0,0,0,562,3,86,0,9.96,420,10,0,0,0,0,0,,,,,6.19E-02,
40678,970,0,3030,TRUE,2013/9/6,2017/9/11,11,6,4,1,40,1,EE,4000,4000,18,48,0,2,4,2,0,3,MoreThan5Years,5To10Years,17,1,673,140,0,0,0,0,0,813,6,324,0,42.68,371,10,0,0,0,0,0,,,,,3.64E-02,
44244,3000,0,0,TRUE,2013/9/11,2017/9/11,15,2,4,1,20,0,EE,3000,3000,30,48,0,0,2,3,0,3,UpTo2Years,5To10Years,19,2,411,0,0,0,0,0,0,411,10,219,8,26.28,251,10,0,0,0,0,0,,,,,0.4477,2014/5/12
45993,3345,0,2655,TRUE,2013/9/12,2018/10/10,17,3,4,1,26,0,EE,6000,6000,28,60,0,2,2,2,1,3,UpTo1Year,5To10Years,19,3,514,140,0,23,0,0,0,677,8,396,2,33.97,299,10,0,0,0,0,0,,,,,0.429,2016/11/25
43819,3945,0,4055,TRUE,2013/9/13,2018/10/1,9,5,4,4,33,1,FI,8000,8000,20,60,0,6,5,1,4,3,MoreThan5Years,10To15Years,1,3,2859,0,0,0,0,0,0,2859,8,1816,0,8.29,831,1,0,0,0,0,0,,,RL2,,0.2569,
45675,4005,0,4995,FALSE,2013/9/16,2021/4/12,12,3,4,1,32,0,EE,9000,9000,20,48,0,0,4,1,1,3,UpTo1Year,15To25Years,10,7,900,0,0,0,0,0,0,900,8,440,3,32.44,460,10,3,6800,2035.2,0,0,,,,,0.1018,
47584,3600,0,0,FALSE,2013/9/17,2017/10/9,10,3,4,1,56,1,EE,3600,3600,28,48,0,0,5,4,0,3,MoreThan5Years,MoreThan25Years,17,7,659,0,0,0,0,0,0,659,3,447,2,18.97,262,8,1,319.5584,340.1226,0,0,,,,,6.26E-02,
47744,1300,0,1700,TRUE,2013/9/18,2017/10/10,10,4,4,1,36,1,EE,3000,3000,33,48,0,0,4,2,2,3,UpTo2Years,LessThan2Years,7,8,870,0,19,0,0,0,0,889,13,653,2,44.99,97,10,0,0,0,0,0,,,,,7.56E-02,
46845,2345,0,3655,TRUE,2013/9/23,2018/10/10,7,6,4,1,26,0,EE,6000,6000,18,60,0,2,3,1,0,3,UpTo1Year,5To10Years,19,2,827,0,0,0,0,0,0,827,2,160,0,37.73,515,10,0,0,0,0,0,,,,,0.1784,
47729,1010,0,2390,TRUE,2013/9/24,2018/10/15,18,2,4,1,36,0,EE,3400,3400,28,60,0,0,5,3,0,3,UpTo2Years,15To25Years,6,1,675,0,0,0,0,0,0,675,5,295,0,21.19,274,14,0,0,0,0,0,,,,,0.3492,
47986,5000,0,0,TRUE,2013/9/24,2019/1/10,12,3,4,1,58,1,EE,5000,5000,28,60,0,0,2,2,0,2,UpTo3Years,LessThan2Years,17,1,217,255,0,0,0,0,0,472,10,383,8,33.05,263,10,0,0,0,0,0,,,,,9.29E-02,
48815,3000,0,0,TRUE,2013/9/26,2020/3/27,17,5,4,1,30,1,EE,3000,3000,28,36,0,0,4,2,1,3,UpTo3Years,5To10Years,9,2,560,0,38,0,0,0,0,598,6,718,4,20.74,259,27,0,0,0,0,0,,,,,0.3871,
48931,2750,0,2950,TRUE,2013/9/26,2018/10/18,10,3,4,1,40,0,EE,5700,5700,28,60,0,0,2,2,2,3,UpTo1Year,15To25Years,19,5,572,0,0,0,0,0,0,572,3,306,2,39.16,348,18,0,0,0,0,0,,,,,0.2798,2014/10/20
50380,2605,0,2595,FALSE,2013/10/2,2018/12/10,17,4,4,1,30,0,EE,5200,5200,28,60,0,0,4,2,0,3,UpTo3Years,10To15Years,7,2,699,0,0,0,0,0,135,834,8,436,1,41.13,339,10,1,2500,938.9,0,0,,,,,0.1328,
50205,1500,0,0,TRUE,2013/10/3,2018/6/11,18,4,4,1,29,0,EE,1500,1500,28,36,0,6,2,1,1,3,UpTo4Years,2To5Years,3,3,729,0,0,0,0,0,0,729,5,484,1,8.5,258,10,0,0,0,0,0,,,,,0.1667,
50340,2270,0,230,TRUE,2013/10/4,2017/11/1,11,4,4,4,39,0,FI,2500,2500,20,48,0,7,4,1,0,3,MoreThan5Years,15To25Years,1,8,3820,0,0,0,0,0,0,3820,15,2642,0,20.97,1102,1,1,3000,0,0,0,,,RL5,,0.6894,2014/3/3
50516,5665,0,2235,TRUE,2013/10/4,2018/10/10,15,5,4,1,25,0,EE,7900,7900,20,60,0,2,5,2,1,3,UpTo4Years,2To5Years,4,8,1020,0,0,0,0,0,45,1065,4,600,0,19.62,256,10,0,0,0,0,0,,,,,0.1261,
50417,5000,0,0,TRUE,2013/10/4,2017/10/10,20,4,4,1,51,1,EE,5000,5000,28,48,0,0,5,3,0,3,MoreThan5Years,MoreThan25Years,16,2,3500,0,0,0,0,0,0,3500,9,1167,0,8.26,2159,10,0,0,0,0,0,,,,,4.30E-02,
